=== MYM Strategy Log - Started 2026-01-26 06:32:39 ===

06:32:39.796 [06:33:00.000] DEBUG_RECONNECT: Checking Account.Positions. Strategy Position.Qty=0 MarketPosition=Flat
06:32:39.796 [06:33:00.000] DEBUG_RECONNECT: Total Account.Positions count = 0
06:32:39.796 [06:33:00.000] 26/1/26 6:33:00 a. m. v1.15.60 RESTART EVAL: Checking for pending orders or valid setup to continue...
09:13:05.634 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:05.687 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:05.688 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:05.955 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:06.762 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:06.767 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.918 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.997 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.997 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.998 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.998 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.999 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.999 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:07.999 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.029 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.029 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.030 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.030 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.031 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.031 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.032 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:08.554 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:09.015 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:09.016 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:10.771 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:10.771 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:10.772 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:11.892 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:15.404 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:17.001 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:18.711 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:20.620 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:20.620 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:25.661 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.438 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.439 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.440 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.441 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.441 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.441 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:27.442 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:29.030 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:29.031 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:29.719 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:29.719 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:29.720 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:30.159 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:31.096 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:32.808 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:35.969 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:36.683 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:38.903 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:55.806 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:13:55.806 [09:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:03.753 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:03.893 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:03.894 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:03.894 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:03.895 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:06.202 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:06.202 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:06.752 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:06.753 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:12.680 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:14.997 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:18.193 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:19.424 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:20.637 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:22.988 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:24.506 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:24.506 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:39.189 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:39.189 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:39.862 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:39.863 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:39.863 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:57.619 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:14:58.391 [09:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:01.410 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:05.806 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:05.806 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:05.807 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.141 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.142 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.142 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.143 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.619 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.619 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.621 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.621 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.622 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.622 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.622 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.623 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.623 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.624 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:06.988 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:08.704 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:11.233 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:15.891 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:16.362 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:20.614 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:20.614 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:29.476 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:29.477 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:29.745 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:29.747 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:31.220 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:31.421 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:36.434 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:37.347 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:38.247 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:39.408 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:39.409 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:41.112 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:43.665 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:43.666 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:43.666 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:43.667 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:44.548 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:44.549 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:44.549 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:52.903 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:52.903 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:52.904 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.421 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.421 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.422 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.423 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.423 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.424 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.424 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:57.424 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:15:58.331 [09:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:16:04.038 [09:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
09:16:14.232 [09:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
